Code prdt,DESIGNATION,Classe,Date,month,year,vente,stock,Total,cg,ipp,pfc,cde,hedelix,respi,gastro,otc,mb,vip,P_valeur,feature,vente_lag1,vente_lag2,stock_lag1,stock_lag2,total_lag1,total_lag2,feature_lag1,feature_lag2,vente_roll3,stock_roll3,total_roll3,feature_roll3,month_sin,month_cos,vente_trend,vente_season,stock_trend,stock_season,Total_trend,Total_season,feature_trend,feature_season,cluster_label
PF157,Ippsium 20 MG gélule boite de 14,NC,2023-06-01,6,2023,3406.0,4684.0,4120.0,1,1,1,1,0,0,0,0,0,0,0.382640863,4453.966137040001,2222.0,1554.0,3303.0,3767.0,2274.0,1624.0,2364.006018342,840.71384656,2053.3333333333335,3801.3333333333335,2730.6666666666665,2466.886906568,1.2246467991473532e-16,-1.0,3213.1565656565667,192.84343434343447,5250.322530899145,-566.3225308991448,3039.0454545454545,1080.9545454545457,3238.354285533735,1215.6118515062649,1
PF158,Ippsium 20 MG gélule boite de 28,NC,2023-06-01,6,2023,2062.0,3077.0,3120.0,1,1,1,1,0,0,0,0,0,0,0.044810491,3578.4394620000003,1635.0,847.0,2063.0,2432.0,2015.0,955.0,2103.675094365,516.643309845,1250.0,2243.3333333333335,1650.0,1581.82112777,1.2246467991473532e-16,-1.0,2066.923611111111,-4.923611111111317,3982.9305555555543,-905.9305555555545,2004.9930555555547,1115.0069444444441,2054.476531838487,801.7662633175933,1
PF159,Ippsium 40 MG gélule boite de 14,A0,2023-06-01,6,2023,3881.0,5563.0,4400.0,1,1,1,1,0,0,0,0,0,0,0.213297022,4626.700826,2821.0,2000.0,3601.0,4330.0,3080.0,2157.0,3588.73631732,1059.33506,2439.0,3616.6666666666665,3479.0,3123.8511291066666,1.2246467991473532e-16,-1.0,3443.9019095455974,437.0980904544013,5599.7083333333385,-36.70833333333927,3317.755770961934,1082.2442290380664,3265.908706251828,1360.7921197481694,0
PF160,Ippsium 40 MG gélule boite de 28,A0,2023-06-01,6,2023,3266.0,6032.0,3400.0,1,1,1,1,0,0,0,0,0,0,0.001548314,3870.610541000001,3232.0,1634.0,3949.0,3614.0,2751.0,2640.0,2319.733630872,1624.78523856,2515.0,4952.0,3040.3333333333335,3523.237196790667,1.2246467991473532e-16,-1.0,3599.2773256677688,-333.2773256677711,6876.155632480816,-844.1556324808165,3044.7926587303036,355.2073412696959,3483.6725233471434,386.93801765285593,0
PF161,Ecorex LP 150MG ovule boite de 1,C,2023-06-01,6,2023,6299.0,11807.0,6400.0,1,1,1,1,0,0,0,0,0,0,0.221859671,6113.6465344,6020.0,3517.0,6937.0,6473.0,6450.0,7100.0,4287.97703445,7022.090493000001,4763.0,6861.666666666667,7250.0,6088.230714016667,1.2246467991473532e-16,-1.0,6975.741687023337,-676.7425795988661,12133.099747474746,-326.09974747474655,6825.998106060604,-425.99810606060635,6891.780860423064,-778.1343260230635,1
PF162,Itragyn 100 gélule boite de 4,C,2023-06-01,6,2023,1442.0,2992.0,1824.0,1,1,1,1,0,0,0,0,0,0,0.5247232,2439.634552032,1802.0,911.0,1457.0,923.0,1877.0,2664.0,1160.003076946,2467.865147184,1211.3333333333333,1186.0,1719.3333333333333,1460.5871009096666,1.2246467991473532e-16,-1.0,1273.2187460783948,168.78125156545136,1805.9327063914307,1186.0672936085691,1446.2136625091307,377.7863374908688,1558.7691501456363,880.8654018863635,0
PF166,"Zenexor 37,5 MG gélule LP",NC,2023-06-01,6,2023,1161.0,2035.0,1344.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,1664.248149312,1310.0,792.0,1195.0,1113.0,1431.0,985.0,976.135369599,782.692968735,974.0,974.0,1258.0,1152.143749644,1.2246467991473532e-16,-1.0,1089.7222222222215,71.27777777777831,2307.395833333333,-272.39583333333366,1065.6297420777635,-83.61267059781594,1119.3328128373673,172.55032185928684,0
PF167,Zenexor 75 MG gélule LP,A+,2023-06-01,6,2023,2661.0,3745.0,3078.0,1,1,1,1,0,0,0,0,0,0,0.368193092,3200.820091992,3008.0,1650.0,2108.0,2439.0,3843.0,2520.0,2940.490192311,1970.76698784,1963.0,2163.6666666666665,2887.6666666666665,2391.8098603503336,1.2246467991473532e-16,-1.0,2805.4184027777733,-144.41840277777425,4169.142361111099,-424.1423611110991,2832.395833333331,245.60416666666904,2829.742671312174,371.077420679827,1
PF168,Diamezid 30 MG comprimé boite de 30,NC,2023-06-01,6,2023,5340.0,6974.0,5940.0,1,1,1,1,0,0,0,0,0,0,0.145434152,7600.032352440001,5514.0,3660.0,5165.0,5313.0,5920.0,4905.0,3257.0537659200004,5993.79411447,4453.0,6388.0,5678.333333333333,5190.03291951,1.2246467991473532e-16,-1.0,5893.74652787628,-553.7465278762817,7659.121528483581,-685.1215284835815,5491.052866548283,448.9471334517143,5291.0998015569285,2308.9325508830693,1
PF173,Fer Plus solution buvable stick boite de 32,NC,2023-06-01,6,2023,3230.0,4231.0,4271.0,1,1,1,1,0,0,0,0,0,0,0.042586428,5730.266351424,3284.0,2044.0,2774.0,2331.0,3965.0,3222.0,3393.65672724,3119.351503806,2555.0,2628.3333333333335,3585.0,3188.7756939593332,1.2246467991473532e-16,-1.0,3045.866536322346,184.13346367765322,4687.966666666667,-456.9666666666664,3746.8339906264314,639.8630829903958,4031.6691461522973,2053.125562917954,0
PF177,Ippsium 20 MG gélule boite de 7,NC,2023-06-01,6,2023,5534.0,7566.0,4384.0,1,1,1,1,0,0,0,0,0,0,0.76063029,6011.246206432,3833.0,2874.0,4869.0,5690.0,4160.0,3280.0,2377.45460576,2234.26953736,3350.3333333333335,5121.0,4386.666666666667,3404.390045373333,1.2246467991473532e-16,-1.0,5108.246527773733,425.75347222537636,7306.70770141781,259.29229848116876,4265.423611658524,118.57638834147521,4690.011001287876,1321.235205144121,1
PF182,Amustil crème tube de 70 G,A0,2023-06-01,6,2023,9469.0,19465.0,10241.0,1,1,1,1,0,0,0,0,0,0,0.001033907,22494.663607108,7871.0,5860.0,12258.0,10557.0,7595.0,11515.0,2143.568749,20374.928471975,6445.333333333333,10374.0,9669.333333333334,10501.358849443,1.2246467991473532e-16,-1.0,9507.793182174064,-38.79318217406549,18866.30381944445,598.6961805555436,9763.284722222223,477.71527777778005,10486.859711995503,12007.803895112496,1
PF186,Afusidic 250 MG comprimé pelliculé boite de 20,A0,2023-06-01,6,2023,5667.0,9352.0,6952.0,1,1,1,1,0,0,0,0,0,0,0.127750021,7358.410228488,4935.0,3194.0,6189.0,6639.0,5370.0,4824.0,4620.03993384,4878.494118216,3844.6666666666665,6811.666666666667,5287.666666666667,4750.093780962333,1.2246467991473532e-16,-1.0,8907.914930493229,-3240.9149304932266,11550.1895833371,-2198.1895833371022,9390.285461836971,-819.2259472786478,9969.20883086372,-2610.7986023757185,1
PF187,Gaba 300 MG gélule boite de 50,NC,2023-06-01,6,2023,1021.0,1586.0,1328.0,1,1,1,1,0,0,0,0,0,0,0.143075463,1621.2647950720002,1246.0,730.0,1031.0,736.0,1255.0,1403.0,818.851500325,1226.069418138,956.0,909.6666666666666,1374.0,1313.5424283783334,1.2246467991473532e-16,-1.0,1185.0406746032477,-164.04067460324788,1661.5610010262967,-75.56100102629674,1191.8881293427414,243.49924045385364,1235.0277739610922,386.2370211109079,0
PF189,Diamezid 60MG comprimé boite de 30,A0,2023-06-01,6,2023,9349.0,10383.0,9337.0,1,1,1,1,0,0,0,0,0,0,0.361758799,12077.709348418,8908.0,5958.0,7026.0,4415.0,8140.0,9660.0,4992.5213404,9257.46803184,7325.666666666667,5283.0,9638.0,8769.770501072666,1.2246467991473532e-16,-1.0,8754.155092592593,594.8449074074061,11179.085648148151,-796.0856481481525,8500.02083333333,836.9791666666721,8739.997319923457,3337.712028494542,0
PF202,Psoriasone pommade tube 60G,B,2023-06-01,6,2023,712.0,1556.0,640.0,1,1,1,1,0,0,0,0,0,0,0.515502215,528.80256128,768.0,553.0,841.0,1144.0,1125.0,768.0,1546.544894625,509.01283584,607.6666666666666,859.0,951.0,1017.530890955,1.2246467991473532e-16,-1.0,820.6176423466679,-108.61764234666771,1651.8623765644174,-95.86237656441757,747.4305555555553,-107.43055555555523,823.193109671113,-294.3905483911131,0
PF208,Goldix Duo sachet dose,NC,2023-06-01,6,2023,571.0,5468.0,353.0,1,1,1,1,0,0,0,0,0,0,0.995675266,331.460413373,944.0,630.0,3787.0,3865.0,306.0,200.0,91.275270894,82.676284,929.6666666666666,3659.0,711.6666666666666,396.0083927123333,1.2246467991473532e-16,-1.0,1316.041828934417,-730.4777677243122,4644.508731550809,192.99528943852036,808.5921585651965,-455.59215856519677,900.4742865922086,-569.0138732192086,1
PF209,Eolide Easy Flow 200,A-,2023-06-01,6,2023,3717.0,10457.0,3280.0,1,1,1,1,0,0,0,0,0,0,0.114394343,3015.37726536,4588.0,3446.0,8017.0,9333.0,2351.0,3584.0,1699.452363567,1995.3452288,4502.0,8088.666666666667,4879.666666666667,2647.1678893383337,1.2246467991473532e-16,-1.0,4225.960170491876,-1747.8913874139712,9894.748015874393,562.2519841256118,5877.55945147092,-2597.5594514709196,3010.669678754227,-1834.2018410907722,0
PF210,Eolide Easy Flow 400,A-,2023-06-01,6,2023,4389.0,11339.0,4144.0,1,1,1,1,0,0,0,0,0,0,0.058081095,4601.405304832,5516.0,3844.0,8323.0,9221.0,4224.0,5120.0,3083.320517376,2842.89241088,5315.666666666667,8672.666666666666,6384.0,3747.9893001066666,1.2246467991473532e-16,-1.0,6242.6815016607125,-1853.6815016607134,11739.95834202129,-400.95834202128685,5527.96597103833,-1383.9659710383305,5915.773398082028,1723.4221757694897,0
PF215,Aciryl 150 mg boite de 60,A+,2023-06-01,6,2023,617.0,1645.0,1572.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,1110.6207903,481.0,492.0,906.0,1093.0,1293.0,1740.0,1207.263175443,1214.57026512,494.6666666666667,981.3333333333334,1427.0,1341.5502331369999,1.2246467991473532e-16,-1.0,681.6595759641262,136.194586560132,1373.4685770678188,271.53142293218076,1319.8477345218118,252.15226547818736,1568.7099876200423,-458.08919732004273,1
PF216,Aciryl 75mg boite de 15,C,2023-06-01,6,2023,729.0,1531.0,840.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,1210.53042096,754.0,468.0,880.0,812.0,652.0,644.0,470.776682804,401.41197101600005,562.3333333333334,816.0,633.0,456.1013487343334,1.2246467991473532e-16,-1.0,741.0696446739452,-12.069644673945131,1679.5451388888887,-148.54513888888866,628.1041666666665,211.89583333333348,645.8535320648443,564.6768888951559,0
PF217,Notos Easy Flow boite de 30,NC,2023-06-01,6,2023,2292.0,5411.0,1285.0,1,1,1,1,0,0,0,0,0,0,0.013163058,1091.224910525,2819.0,1879.0,3499.0,4624.0,2576.0,1752.0,1889.099074464,1151.270834112,2456.3333333333335,4027.3333333333335,2653.3333333333335,1774.36353816,1.2246467991473532e-16,-1.0,2678.331963651523,-386.331963651524,6255.053976206745,-844.0539762067272,2758.510416645663,-1473.5104166456629,3142.8304595389286,217.16766341872156,1
PF218,Notos Easy Flow boite de 60,A0,2023-06-01,6,2023,1953.0,3540.0,2544.0,1,1,1,1,0,0,0,0,0,0,0.171138821,2470.687142832,2425.0,1377.0,2382.0,2288.0,2346.0,1824.0,1814.12730207,1150.0131252479998,1928.0,2407.3333333333335,2568.6666666666665,1856.9689703646666,1.2246467991473532e-16,-1.0,2227.9527695749857,-336.813806544512,3616.7170138888896,-76.71701388888991,2848.045632577097,-304.0456325770974,2539.6340214758216,-68.94687864382254,1
PF219,Painofen enfant-nourrissons flacon 120,B,2023-06-01,6,2023,3228.0,7763.0,1896.0,1,1,1,1,0,0,0,0,0,0,0.820513498,1792.924312656,4564.0,2743.0,5671.0,6272.0,3504.0,4128.0,3904.083580416,1300.208416032,3608.6666666666665,5378.333333333333,4506.333333333333,3136.4463537770002,1.2246467991473532e-16,-1.0,3249.682230700038,-136.66444323332846,9680.84132258937,1416.8145906185257,1937.6344659262968,89.17988242514227,1413.441507416838,27.34950694484045,0
PF220,Zanidip 20 MG comprimé pelliculé,A0,2023-06-01,6,2023,6707.0,10909.0,7822.0,1,1,1,1,0,0,0,0,0,0,0.284157653,9217.76753572,8962.0,5438.0,7874.0,4222.0,8626.0,7645.0,5569.457915392,6393.022025885,6102.333333333333,5416.0,7854.333333333333,6218.540799839,1.2246467991473532e-16,-1.0,7388.7239583333285,-681.7239583333292,9780.08333401093,-1152.583331254962,7472.890798530646,349.10920146934893,7214.629947737997,345.60833494564935,0
PF222,Pyrimag solution buvable sachet dose 10,NC,2023-06-01,6,2023,3071.0,3905.0,2329.0,1,1,1,1,0,0,0,0,0,0,0.307716483,2212.18495254,2861.0,1691.0,2701.0,2604.0,3679.0,1848.0,3964.198614831,1347.206107632,2207.0,2635.3333333333335,3028.3333333333335,3101.686040875,1.2246467991473532e-16,-1.0,2273.956018518517,797.0439814814835,4094.891203703702,-189.8912037037029,2391.1953461109733,-62.19534611097303,2324.0589581772692,-111.87400563726874,0
PF233,Calperos 500 MG comprimé boite de 30,A0,2023-06-01,6,2023,25413.0,35248.0,26646.0,1,1,1,1,0,0,0,0,0,0,0.178147477,22217.379189798,28947.0,19860.0,23185.0,22942.0,32040.0,26518.0,17286.85448712,28598.503155716,22692.333333333332,21174.0,31139.333333333332,33082.962935898664,1.2246467991473532e-16,-1.0,23296.504960319795,2116.4950396802064,12231.81485422309,23016.185145776908,14945.022192719847,11700.97780728014,18752.179395360945,3465.1997944370605,0
PF234,Ortoton 750 MG boite de 50,NC,2023-06-01,6,2023,3168.0,3982.0,3760.0,1,1,1,1,0,0,0,0,0,0,0.139358736,3750.61824352,3599.0,1771.0,2637.0,2717.0,4525.0,2800.0,4591.18846915,2002.4140024,2551.6666666666665,2592.6666666666665,3815.0,3463.9728317833337,1.2246467991473532e-16,-1.0,3342.612847222224,-174.6128472222238,4543.037551440407,-561.0375514404052,3594.467368545261,165.5326314547404,3351.6174949191804,-1049.678715888332,0
PF235,Ortoton 750 MG boite de 20,A0,2023-06-01,6,2023,8485.0,10627.0,11160.0,1,1,1,1,0,0,0,0,0,0,0.074503238,12364.875650880002,9581.0,6167.0,7209.0,6881.0,9910.0,8895.0,7114.91955167,7030.47775941,7393.666666666667,6599.0,10933.333333333334,10406.371563441668,1.2246467991473532e-16,-1.0,9370.74074074074,-885.7407407407402,11886.101190305311,-1259.1011903053097,10571.798611111106,588.2013888888958,10852.972519155444,1511.9031317245592,1
PF240,Valcyvir 500 MG comprimé boite de 10,NC,2023-06-01,6,2023,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,18.735473637000503,-18.7354736370005,71.39825632595785,-71.39825632595787,10.644978031033828,-10.644978031033828,5.115675222853521,-5.115675222853521,0
PF242,Astair 5 MG comprimé boite de 30,B,2023-06-01,6,2023,782.0,2632.0,1092.0,1,1,1,1,0,0,0,0,0,0,0.000899399,746.912123412,986.0,590.0,1390.0,1412.0,1330.0,1526.0,1064.04550063,1326.54215568,821.0,1380.6666666666667,1419.3333333333333,1262.7410973326666,1.2246467991473532e-16,-1.0,1359.135732323232,-577.1357323232324,2299.5631313131307,332.4368686868691,1577.7739898989898,-485.7739898989891,1885.4652022122968,-1138.553078800298,1
PF243,Astair 10 MG comprimé boite de 30,A+,2023-06-01,6,2023,2351.0,3604.0,2939.0,1,1,1,1,0,0,0,0,0,0,0.000424571,2484.288074245,2560.0,1427.0,2354.0,2002.0,2534.0,2731.0,1856.923090876,2258.918679098,1912.3333333333333,2076.0,2739.6666666666665,2445.4938763093332,1.2246467991473532e-16,-1.0,2727.574532332143,-376.5745323321438,3446.6884231158074,-511.315837272344,2834.47684891845,104.5231510815502,2705.394160091529,-221.1060858465295,0
PF246,notos combi 200 mg boite de 12,A0,2023-06-01,6,2023,2016.0,3930.0,2542.0,1,1,1,1,0,0,0,0,0,0,0.006360019,2123.349117916,2577.0,1512.0,3159.0,3490.0,2316.0,924.0,2542.049089944,554.656265856,2102.3333333333335,3078.3333333333335,2256.0,1748.412042608,1.2246467991473532e-16,-1.0,2846.8990070514956,-830.8990070514966,4638.263888890236,-708.2638888902351,2687.4067460316633,-145.406746031664,2655.268679607807,-531.9195616918059,1
PF248,Aciryl 150 MG boite de 30,C,2023-06-01,6,2023,149.0,642.0,112.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,128.000000016,174.0,92.0,326.0,309.0,188.0,195.0,141.379644568,125.734375065,112.0,330.6666666666667,154.66666666666666,118.27658521133333,1.2246467991473532e-16,-1.0,136.12476510131535,12.875234898684667,539.065138443339,102.93486155666088,94.84601329506121,17.153986704938823,100.58355683522329,27.41644318077664,0
PF249,Aciryl 75 MG boite de 60,C,2023-06-01,6,2023,250.0,556.0,232.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,392.339768312,230.0,126.0,312.0,364.0,264.0,124.0,183.806451576,97.52219878,163.0,321.6666666666667,241.66666666666666,256.26449400533335,1.2246467991473532e-16,-1.0,230.71944444444438,19.28055555555558,509.13223998135,47.031387097470905,211.38189520399436,20.61810179288391,214.77183976826893,167.65229211977524,0
PF250,Alezine 5 MG boite de 30,NC,2023-06-01,6,2023,15.0,53.0,0.0,1,1,1,1,0,0,0,0,0,0,0.199444867,0.0,48.0,2403.0,38.0,39.0,0.0,0.0,0.0,0.0,859.0,82.0,0.0,0.0,1.2246467991473532e-16,-1.0,1011.6909948993795,-996.6913921765874,1588.837207433127,-1535.837207433128,657.9300522435565,-617.1488859150785,758.6739534185735,-758.6922558599538,0
PF259,Xtiova Easy Flow 18,A+,2023-06-01,6,2023,3648.0,5367.0,4908.0,1,1,1,1,0,0,0,0,0,0,0.125902166,6511.530898596,3914.0,2403.0,3522.0,2689.0,4145.0,4146.0,2130.972789625,3145.668995034,3150.6666666666665,2924.6666666666665,4959.666666666667,4646.295461714333,1.2246467991473532e-16,-1.0,4374.509469696969,-726.5094696969693,5296.05260942761,70.94739057238986,4784.051136363634,123.94886363636476,5198.557322892194,1312.9735757038047,0
PF260,"Elixtra comprimé 2,5 MG boite de 20",B,2023-06-01,6,2023,1116.0,2484.0,1708.0,1,1,1,1,0,0,0,0,0,0,0.546452423,3253.29439988,1271.0,874.0,1267.0,1127.0,1375.0,1750.0,735.3750635,1907.2265625,1004.6666666666666,1149.3333333333333,1514.3333333333333,1241.147373234,1.2246467991473532e-16,-1.0,1303.90340909091,-187.9034090909098,2390.5399305555416,93.46006944445823,1261.774691358025,446.22530864197535,1581.3612568044948,1876.5006148518557,0
PF261,Elixtra comprimé 5 MG boite de 20,A+,2023-06-01,6,2023,1979.0,2624.0,2401.0,1,1,1,1,0,0,0,0,0,0,0.281190005,3004.61538566,2050.0,1437.0,1667.0,1377.0,2835.0,2076.0,1991.377599435,2071.431624984,1626.0,1645.0,2525.0,2469.8811155930002,1.2246467991473532e-16,-1.0,2056.975694444444,-77.97569444444397,2994.2125,-370.2125000000007,2130.4260704033923,270.5739295966063,2267.8864321623287,736.7289534976708,0
PF262,"Elixtra comprimé 2,5 MG boite de 60",A+,2023-06-01,6,2023,1693.0,2853.0,2220.0,1,1,1,1,0,0,0,0,0,0,0.328006274,2789.36470536,2001.0,1265.0,1396.0,1322.0,2099.0,2135.0,1271.964627888,2247.219701335,1487.3333333333333,1522.3333333333333,2163.3333333333335,2078.646142770334,1.2246467991473532e-16,-1.0,1876.023270784957,-183.0232707849563,2659.2083333333335,193.79166666666654,1915.8908768736285,304.10912312637157,1997.5741693391117,791.7905360208878,0
PF263,Elixtra comprimé 5 MG boite de 60,A+,2023-06-01,6,2023,3382.0,4363.0,4208.0,1,1,1,1,0,0,0,0,0,0,0.25979876,4526.087247808,3234.0,1976.0,2505.0,1850.0,4030.0,3097.0,2400.97014287,2918.382593796,2495.3333333333335,1964.6666666666667,3820.0,3759.1687351923333,1.2246467991473532e-16,-1.0,3265.342344835069,116.6576551649307,4149.37912382903,213.6208761709686,3559.4013777213013,648.598622278697,3721.336505074757,804.7504466527635,0
PF266,Psoriasone pommade tube boite de 2,NC,2023-06-01,6,2023,481.0,533.0,256.0,1,1,1,1,0,0,0,0,0,0,0.300621583882475,113.84198656,379.0,191.0,219.0,364.0,436.0,406.0,355.05147046,364.462046214,259.6666666666667,257.0,513.3333333333334,576.3438054806667,1.2246467991473532e-16,-1.0,302.9583333333332,178.04166666666666,542.8645833330496,-9.864583333049719,451.3333333275478,-195.33333332754776,429.9952193412421,-316.15323278124214,1
PFC005,Ialugyn ovules boite de 10,C,2023-06-01,6,2023,2236.0,6176.0,2494.0,1,1,1,1,0,0,0,0,0,0,0.045409415,2920.994874394,2420.0,921.0,3919.0,3252.0,2437.0,1662.0,2776.793851459,749.848106652,1607.6666666666667,3509.6666666666665,2213.3333333333335,2156.3557686833333,1.2246467991473532e-16,-1.0,1896.1145833334615,339.885416666538,6681.180555555556,-505.18055555555765,2406.8854166666806,87.11458333332124,2767.96881656793,153.02605782606955,1
PFC007,Asterane stick boite de 20,NC,2023-06-01,6,2023,699.0,2805.0,1357.0,1,1,1,1,0,0,0,0,0,0,0.612110862,1543.379796223,685.0,435.0,1632.0,1687.0,1329.0,608.0,1964.434388577,262.096228992,531.0,1722.3333333333333,848.0,1047.4433691836666,1.2246467991473532e-16,-1.0,709.824652777778,-10.82465277777823,2678.8710317461973,126.12896825380022,765.7916666727624,69.20833332649173,660.9125257419553,-23.849720182432183,1
PFC008,Ialufresh gel buccal flacon 20GR,NC,2023-06-01,6,2023,717.0,1635.0,805.0,1,1,1,1,0,0,0,0,0,0,0.169886855,1047.1052634,517.0,296.0,779.0,807.0,852.0,338.0,689.844280872,334.888254038,356.6666666666667,877.3333333333334,508.0,470.65369862533333,1.2246467991473532e-16,-1.0,561.5562500000002,155.44374999999997,1642.4097129849013,-7.4097129849009065,567.6960412767195,237.30395872327995,756.699321264741,290.4059421352585,0
PFC009,Ialuskin crème flacon 70 GR,NC,2023-06-01,6,2023,201.0,1464.0,218.0,1,1,1,1,0,0,0,0,0,0,0.130954442,298.249999988,270.0,176.0,765.0,696.0,97.0,195.0,68.655844176,132.65599113,206.0,790.6666666666666,222.33333333333334,178.618723477,1.2246467991473532e-16,-1.0,350.5795454545454,-149.57954545454547,1143.9633838383836,320.03661616161617,415.80555555555577,-197.80555555555577,383.19822433528066,-84.94822434728067,1
PFC010,Ialufresh spray buccal flacon 30ML,NC,2023-06-01,6,2023,761.0,1881.0,744.0,1,1,1,1,0,0,0,0,0,0,0.232226326,1020.89320404,726.0,332.0,1121.0,1096.0,749.0,408.0,941.965812242,240.51247610400003,467.3333333333333,1089.6666666666667,561.6666666666666,639.3358999766666,1.2246467991473532e-16,-1.0,674.564053050321,86.4359469496793,1678.7652805229,202.23471947710016,709.739583333333,34.26041666666705,735.9529275758547,284.94027646414486,0
PFC011,Asterane soin lavant doux flacon 30,NC,2023-06-01,6,2023,1540.0,4616.0,2602.0,1,1,1,1,0,0,0,0,0,0,0.05208031,3669.4772652,1461.0,721.0,3035.0,3083.0,1301.0,1440.0,1273.375509225,674.0717544,1191.0,2929.6666666666665,1441.6666666666667,1480.3345983709999,1.2246467991473532e-16,-1.0,1842.1875607842474,-302.1875607842473,5342.148148147996,-726.1481481479971,1537.824076460221,1064.1759235397783,1552.8247594332968,-216.34376752776978,1
PFC017,Fer Max gélule boite de 30,NC,2023-06-01,6,2023,1349.0,3195.0,1306.0,1,1,1,1,0,0,0,0,0,0,0.210799437,3570.696155278,1323.0,668.0,1863.0,1658.0,1149.0,1200.0,681.8596875,814.594824,867.0,1769.3333333333333,1077.0,783.751558596,1.2246467991473532e-16,-1.0,1084.9645833333332,264.0354166666666,2730.1905819544463,464.80941804555204,1007.1527777778932,298.84722222210667,1209.8082428766534,1596.2995568123486,0
PFC018,Asepsil 2% solution alcoolisée flacon 250 ML,NC,2023-06-01,6,2023,20.0,3084.0,60.0,1,1,1,1,0,0,0,0,0,0,0.973201232,50.59382424,32.0,79.0,1739.0,1609.0,270.0,72.0,100.90545948,348.85161288,41.333333333333336,1763.6666666666667,190.66666666666666,243.73481363,1.2246467991473532e-16,-1.0,46.65437324831222,-26.6543732483122,1906.4317499263577,309.92586280582844,203.58229903134153,90.72547787405829,97.93918258336237,-47.36105324218511,1
PFC024,Siliskin gel flacon 15 G,NC,2023-06-01,6,2023,625.0,1163.0,178.0,1,1,1,1,0,0,0,0,0,0,0.069271097,128.091456116,677.0,309.0,623.0,357.0,151.0,70.0,183.183941586,57.70156441,363.3333333333333,541.6666666666666,124.0,135.47590747166666,1.2246467991473532e-16,-1.0,570.563049321951,86.8952235689183,1276.8345959595954,-113.83459595959532,231.64736582647464,-53.64736582647466,265.9708696888542,-137.87941357285405,0
PFC034,Zinc Plus 25 MG gélule boite de 30,C,2023-06-01,6,2023,791.0,13066.0,350.0,1,1,1,1,0,0,0,0,0,0,0.966930671,1579.85781975,813.0,378.0,9420.0,6702.0,329.0,60.0,165.002716606,299.49152544,530.0,8523.0,226.33333333333334,179.111249412,1.2246467991473532e-16,-1.0,928.9831382565573,-137.9831382565574,13913.941716442874,-2065.361860625203,512.3985920381815,-162.39859203818156,230.9238370137481,1348.9339827362521,0
PFC035,Quercetine Plus gélule boite de 30,NC,2023-06-01,6,2023,291.0,1993.0,260.0,1,1,1,1,0,0,0,0,0,0,0.998419726,425.03115252,284.0,61.0,1228.0,1287.0,140.0,40.0,95.92315908,71.66347992,152.33333333333334,1262.3333333333333,93.33333333333333,82.9536401,1.2246467991473532e-16,-1.0,201.1256895168079,-64.87413810566686,1505.5219954985814,-130.12255839865588,115.33530810564096,-12.595247449914583,94.99427368982421,-29.27538021302622,0
PFC039,Argino-B Plus boite de 30,A0,2023-06-01,6,2023,5543.0,9263.0,6840.0,1,1,1,1,0,0,0,0,0,0,0.083052528,8730.02988756,5940.0,2937.0,5471.0,6771.0,5188.0,2928.0,6236.785203488,792.000862944,4210.666666666667,5652.666666666667,4921.333333333333,6496.938001634667,1.2246467991473532e-16,-1.0,5097.724555661715,445.27544433828683,8515.969835769236,747.0301642307627,5373.697916666669,1466.3020833333333,6678.680268767409,2051.349618792592,1
PFC040,Ialusoph sachet dose boite de 20,A0,2023-06-01,6,2023,4534.0,7807.0,4624.0,1,1,1,1,0,0,0,0,0,0,0.047747046,4331.900472688,5508.0,2997.0,3707.0,3375.0,4718.0,4662.0,4787.835439688,1541.3067523979998,4162.0,3659.6666666666665,5170.666666666667,6725.739091908667,1.2246467991473532e-16,-1.0,4610.628472222223,-76.62847222222231,7624.352430555556,182.64756944444338,3497.5929735306104,1126.4070264693892,4574.857542976635,-242.95707028863708,1
PFC044,Ialuflex Plus comprimé boite de 60,NC,2023-06-01,6,2023,3074.0,2968.0,3280.0,1,1,1,1,0,0,0,0,0,0,0.008441007,4212.41727024,2765.0,1094.0,1413.0,2055.0,2273.0,1145.0,2981.491938377,441.114031205,1709.3333333333333,1636.3333333333333,1984.3333333333333,2590.1325192623335,1.2246467991473532e-16,-1.0,2834.152083332267,239.84791666773353,3916.66875,-948.6687499999994,2537.624999999999,742.3750000000001,3459.717831822128,752.699438324941,0
PFC045,Hedelix sirop flacon de 120ML,A+,2023-06-01,6,2023,2862.0,50808.0,12195.0,1,1,1,1,0,0,0,0,0,0,0.010444178,10617.84233271,3937.0,4236.0,20846.0,34733.0,12510.0,4770.0,18935.75858517,1457.84667618,4856.666666666667,26002.666666666668,14240.0,11190.40294621,1.2246467991473532e-16,-1.0,6604.300508460672,-3742.3005084606725,52197.8958333333,-1389.895833333309,7684.052126004041,4510.947873995957,12970.07524463176,-2352.2329119217598,2
